orig_path,path,emotion,sentiment,objects_choices_0,objects_choices_1,objects_choices_2,objects_choices_3,objects_choices_4,objects_choices_5,GT_choices_0,GT_choices_1,GT_choices_2,GT_choices_3,GT_choices_4,GT_choices_5,objects_choices_ja_0,objects_choices_ja_1,objects_choices_ja_2,objects_choices_ja_3,objects_choices_ja_4,objects_choices_ja_5,content_context
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/sadness/img_sadness_219.jpg,images/img_sadness_219.jpg,sadness,N,Wall,Person,Curtain,Heel,Hand,Accessory,False,True,False,False,True,True,壁,人,カーテン,かかと,手,アクセサリー,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/sadness/img_sadness_126.jpg,images/img_sadness_126.jpg,sadness,N,Person,Crowd,Eye,Chair,Flower,Stairs,True,False,False,True,False,True,人,群衆,目,椅子,花,階段,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_212.jpg,images/img_joy_212.jpg,joy,P,Branch,Sky,Lamp,Flower,Person,Asphalt,True,True,False,True,False,False,枝,空,ランプ・灯り,花,人,アスファルト,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_138.jpg,images/img_joy_138.jpg,joy,P,Sand,Shorts,Wall,Person,Tent,Sea,True,True,False,True,False,True,砂, 短いズボン,壁,人,テント,海,content
/home/takeuchi/data/image_sentiment_data/EmotionROI/train_resize_rename/joy/img_joy_67.jpg,images/img_joy_67.jpg,joy,P,Fire,Leaf,Sunlight,Flower,Candle,Person,False,True,True,True,False,False,火,葉,太陽光,花,ろうそく,人,content
/home/takeuchi/data/image_sentiment_data/FI_agg3_train_test/test/amusement/amusement_imgno913_disagg2_agg3.jpg,images/amusement_imgno913_disagg2_agg3.jpg,amusement,P,Water,Plant,Flower,Drink,Person,Weaponry,True,True,False,False,True,False,水,植物,花,飲み物,人,武器,content
/home/takeuchi/data/image_sentiment_data/FI_agg3_train_test/test/amusement/amusement_imgno6917_disagg0_agg5.jpg,images/amusement_imgno6917_disagg0_agg5.jpg,amusement,P,Flower,Concrete,Glasses,Person,Camping,Merry-go-round,False,False,True,True,False,True,花,コンクリート, 眼鏡,人,キャンプ, メリーゴーランド,content
/home/takeuchi/data/image_sentiment_data/FI_agg3_train_test/test/amusement/amusement_imgno8268_disagg0_agg5.jpg,images/amusement_imgno8268_disagg0_agg5.jpg,amusement,P,Tree Stump,Snow,Machine,Sled,Person,Animal,False,True,False,True,True,False,切り株,雪,機械,そり,人,動物,content
/home/takeuchi/data/image_sentiment_data/FI_agg3_train_test/test/amusement/amusement_imgno8302_disagg1_agg4.jpg,images/amusement_imgno8302_disagg1_agg4.jpg,amusement,P,Person,Tree,Staircase,Clothing,Sun,Crowd,True,True,False,True,False,False,人,木,階段,衣服,太陽,群衆,content
/home/takeuchi/data/image_sentiment_data/FI_agg3_train_test/test/fear/fear_imgno66338_disagg2_agg3.jpg,images/fear_imgno66338_disagg2_agg3.jpg,fear,N,Spider Web,Smoke,Glasses,Teeth,Person,Light,False,False,True,True,True,False,クモの巣,煙, 眼鏡,歯,人,照明,content
/home/takeuchi/data/image_sentiment_data/FI_agg3_train_test/test/sadness/sadness_imgno83812_disagg0_agg5.jpg,images/sadness_imgno83812_disagg0_agg5.jpg,sadness,N,Person,Arm,Door,Tank Top,Glass,Musical Instrument,True,True,False,True,False,False,人,腕,戸,タンクトップ,ガラス・カラスのコップ,楽器,content
/home/takeuchi/data/image_sentiment_data/FI_agg3_train_test/test/sadness/sadness_imgno82327_disagg2_agg3.jpg,images/sadness_imgno82327_disagg2_agg3.jpg,sadness,N,Flower,Construction Crane,Rock,Ear,Animal,Kid,True,False,False,True,False,True,花,建設クレーン,岩,耳,動物,子ども,content
/home/takeuchi/data/image_sentiment_data/FI_agg3_train_test/test/excitement/excitement_imgno59275_disagg0_agg5.jpg,images/excitement_imgno59275_disagg0_agg5.jpg,excitement,P,Construction,Lighting,Person,Porch,Kid,Heel,False,False,True,False,True,False,建設,照明,人,ポーチ・車寄せ,子ども,かかと,content
/home/takeuchi/data/image_sentiment_data/FI_agg3_train_test/test/contentment/contentment_imgno37729_disagg2_agg3.jpg,images/contentment_imgno37729_disagg2_agg3.jpg,contentment,P,Glass,Guard Rail,Snow,Field,Person,Light,True,False,False,False,True,True,ガラス・カラスのコップ,ガードレール,雪,野原,人,照明,content
/home/takeuchi/data/image_sentiment_data/FI_agg3_train_test/test/anger/anger_imgno13565_disagg1_agg4.jpg,images/anger_imgno13565_disagg1_agg4.jpg,anger,N,Crowd,Bus Stop,Weaponry,Tie,Person,Suit,False,False,False,True,True,True,群衆,バス停,武器,ネクタイ,人,スーツ,content
